# Real-time dipole moment data
# time_ps dipole_x dipole_y dipole_z
0.041000 -4.775311 3545.495265 2895.347795
0.041250 -324.989855 1648.209893 1463.412538
0.041500 -836.675320 1345.878036 3416.760065
0.041750 -1328.972574 1169.965974 4186.298052
0.042000 1105.458890 1777.348456 364.799005
0.042250 -1284.587802 250.935261 2180.105311
0.042500 179.074986 -125.647149 349.172476
0.042750 -1183.191139 1323.590544 2192.857836
0.043000 -372.360381 1183.561507 2459.740202
0.043250 -196.814946 569.314334 1819.388607
0.043500 2488.826287 -340.847008 -1576.397431
0.043750 2231.744446 1116.043209 830.857103
0.044000 995.017219 532.027830 765.898287
0.044250 -411.741836 1411.536551 2904.075526
0.044500 -148.709984 2951.097919 3902.639440
0.044750 -1388.044444 2987.745491 5541.511702
0.045000 703.828925 -385.146788 -456.614850
0.045250 -1096.504804 1634.471784 3713.519924
0.045500 1077.775655 2810.973263 2445.101374
0.045750 629.099825 1647.803043 1495.882441
0.046000 -4464.697699 4124.513365 9682.854643
0.046250 2436.258417 390.976410 -487.764782
0.046500 3633.495967 3499.307507 3056.691104
0.046750 -655.674094 2226.419003 3513.579879
0.047000 650.068026 1351.860720 3334.739795
0.047250 2039.065136 3976.194037 4281.097630
0.047500 -751.441758 830.507602 5038.621382
0.047750 -816.934487 700.257208 5662.954965
0.048000 1309.607911 -1731.422509 -1585.700742
0.048250 1906.121531 -884.493129 -432.490101
0.048500 2834.312831 -126.216947 1677.190820
0.048750 4505.161259 -1404.737068 -3130.205509
0.049000 -1364.934375 -2080.875295 1980.402001
0.049250 2491.459584 2095.148860 772.927740
0.049500 -1513.272695 2043.956032 3708.794912
0.049750 438.546074 2173.934765 2662.210320
0.050000 -913.470016 2585.798880 6220.502312
0.050250 -1234.686831 2079.806264 5163.421997
0.050500 986.335503 1984.237199 1739.363224
0.050750 213.639902 3696.525939 2156.144593
0.051000 955.910916 2305.025250 2469.345496
0.051250 2558.806363 656.713382 607.134359
0.051500 4917.304059 3183.395992 -732.743950
0.051750 1957.519416 309.697667 -1128.522596
0.052000 280.264847 597.259600 1359.153933
0.052250 -171.913095 3580.295171 5192.593365
0.052500 -6059.351512 989.104795 6968.482781
0.052750 233.916020 3409.025827 3706.711595
0.053000 -1433.950019 -897.208383 1684.084527
0.053250 74.671514 4675.543373 3078.306278
0.053500 -2633.895490 4821.595330 7387.941137
0.053750 739.543615 2263.573580 2051.804994
0.054000 1207.660410 3395.155436 1943.576020
0.054250 1058.001617 3331.575976 3334.914641
0.054500 114.994664 3362.395092 2811.638530
